Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role,PC1,PC2,PC3
DeMar DeRozan,108,2011-12,100.0,25.0,-0.5,2.5,12.8,22.0,TOR,NBA,63.0,63.0,2206.0,9.3,22.0,8.7,19.8,0.6,2.2,6.5,8.1,1.0,4.2,5.1,3.1,1.2,0.4,3.0,3.9,25.7,0.42200000000000004,0.44,0.261,0.435,0.81,0.503,2011,SG,2,Do It All,0.9420490235830142,2.331097469429078,-3.081022539178002
Boris Diaw,108,2011-12,95.0,15.5,0.3,0.6,11.2,29.0,TOT,NBA,57.0,35.0,1424.0,5.7,12.9,4.6,9.3,1.1,3.6,0.8,1.3,2.6,7.7,10.3,7.5,1.3,0.9,4.1,4.6,13.4,0.444,0.496,0.313,0.489,0.629,0.498,2011,PF,1,3&D,-2.086804604923093,-1.7658070099516152,-1.3823563889169714
Boris Diaw,108,2011-12,95.0,15.5,0.3,0.6,11.2,29.0,TOT,NBA,57.0,35.0,1424.0,5.7,12.9,4.6,9.3,1.1,3.6,0.8,1.3,2.6,7.7,10.3,7.5,1.3,0.9,4.1,4.6,13.4,0.444,0.496,0.313,0.489,0.629,0.498,2011,PF,1,3&D,-2.086804604923093,-1.7658070099516152,-1.3823563889169714
Boris Diaw,108,2011-12,95.0,15.5,0.3,0.6,11.2,29.0,TOT,NBA,57.0,35.0,1424.0,5.7,12.9,4.6,9.3,1.1,3.6,0.8,1.3,2.6,7.7,10.3,7.5,1.3,0.9,4.1,4.6,13.4,0.444,0.496,0.313,0.489,0.629,0.498,2011,PF,1,3&D,-2.086804604923093,-1.7658070099516152,-1.3823563889169714
Keyon Dooling,104,2011-12,93.0,15.3,-0.3,0.6,6.9,31.0,BOS,NBA,46.0,2.0,662.0,5.3,13.1,3.1,6.6,2.2,6.5,1.8,2.5,0.2,2.9,3.1,4.1,1.0,0.2,2.7,4.6,14.6,0.405,0.47600000000000003,0.33299999999999996,0.488,0.742,0.515,2011,SG,5,Perimeter Scorer,-4.082409721397619,-0.2878651600997246,-0.2667687706644286
Toney Douglas,103,2011-12,82.0,24.4,-0.5,-0.6,7.1,25.0,NYK,NBA,38.0,9.0,656.0,7.4,22.8,5.3,13.6,2.1,9.2,1.7,2.0,1.3,4.4,5.7,6.0,2.3,0.1,4.4,4.3,18.6,0.324,0.387,0.231,0.371,0.846,0.39299999999999996,2011,PG,5,Perimeter Scorer,-3.6868803838483446,2.4341495232827053,-4.874908165994681
Goran Dragić,106,2011-12,111.0,21.8,1.8,5.1,18.0,25.0,HOU,NBA,66.0,28.0,1752.0,8.3,17.9,6.2,11.9,2.0,6.0,4.6,5.7,1.6,3.4,5.0,10.5,2.5,0.3,4.7,5.0,23.2,0.462,0.525,0.337,0.518,0.805,0.5670000000000001,2011,PG,8,All Star,1.2830690608133262,2.366067407563436,0.1054898190181196
Jared Dudley,109,2011-12,115.0,17.7,2.4,5.1,15.4,26.0,PHO,NBA,65.0,60.0,2020.0,8.0,16.5,6.0,11.1,2.1,5.4,3.1,4.2,2.4,5.3,7.7,2.9,1.3,0.5,1.8,2.7,21.1,0.485,0.535,0.38299999999999995,0.547,0.726,0.575,2011,SG,7,Elite Wing,0.7123651221059888,0.29237580302737254,2.129174717797091
Chris Duhon,107,2011-12,100.0,11.2,-0.1,1.3,8.4,29.0,ORL,NBA,63.0,9.0,1226.0,3.7,8.9,1.5,3.7,2.2,5.2,0.7,0.9,0.6,3.9,4.5,6.6,1.5,0.4,3.6,3.1,10.4,0.419,0.41700000000000004,0.42,0.542,0.81,0.5579999999999999,2011,PG,5,Perimeter Scorer,-4.680365310514718,-0.7065789767759886,1.1881166509399763
Tim Duncan,99,2011-12,108.0,26.2,1.8,5.9,22.5,35.0,SAS,NBA,58.0,58.0,1634.0,11.4,23.2,11.4,23.1,0.0,0.1,5.5,7.9,3.5,13.0,16.4,4.2,1.2,2.8,3.1,3.1,28.3,0.4920000000000001,0.495,0.0,0.4920000000000001,0.695,0.531,2011,C,6,Star Inside Big,6.435440813767464,-0.41685064141147665,-2.9839441766077477
Mike Dunleavy,108,2011-12,118.0,19.0,1.1,4.4,16.6,31.0,MIL,NBA,55.0,3.0,1445.0,8.5,17.9,5.5,10.5,2.9,7.4,4.1,5.1,1.0,6.2,7.2,4.1,1.0,0.3,2.1,3.1,24.0,0.474,0.527,0.39899999999999997,0.557,0.8109999999999999,0.597,2011,SF,7,Elite Wing,0.7967492227613132,1.422688104386352,2.4647793274730665
Kevin Durant,101,2011-12,114.0,31.3,4.6,12.2,26.2,23.0,OKC,NBA,66.0,66.0,2546.0,13.0,26.3,10.3,19.3,2.7,7.0,8.7,10.2,0.8,9.9,10.7,4.7,1.8,1.6,5.0,2.7,37.5,0.496,0.535,0.387,0.547,0.86,0.61,2011,SF,4,Superstar,7.822159400197659,4.934737813634988,0.37342722496117475
Wayne Ellington,109,2011-12,100.0,15.8,-0.2,0.8,9.4,24.0,MIN,NBA,51.0,4.0,973.0,6.5,16.0,4.6,10.3,1.9,5.7,1.7,2.1,0.7,4.5,5.2,1.7,1.4,0.5,1.4,3.0,16.4,0.40399999999999997,0.44799999999999995,0.324,0.462,0.8,0.48700000000000004,2011,SG,5,Perimeter Scorer,-3.337760931608493,0.06093923034286886,-0.39453378229661784
Monta Ellis,109,2011-12,101.0,28.7,0.8,2.6,17.5,26.0,TOT,NBA,58.0,58.0,2120.0,11.0,25.4,9.5,20.5,1.5,4.9,5.3,6.7,0.5,4.4,4.9,8.4,2.1,0.4,4.3,3.3,28.8,0.433,0.462,0.308,0.46299999999999997,0.7959999999999999,0.509,2011,SG,2,Do It All,1.938030834344251,4.265745660930916,-2.78296744751922
Monta Ellis,109,2011-12,101.0,28.7,0.8,2.6,17.5,26.0,TOT,NBA,58.0,58.0,2120.0,11.0,25.4,9.5,20.5,1.5,4.9,5.3,6.7,0.5,4.4,4.9,8.4,2.1,0.4,4.3,3.3,28.8,0.433,0.462,0.308,0.46299999999999997,0.7959999999999999,0.509,2011,SG,2,Do It All,1.938030834344251,4.265745660930916,-2.78296744751922
Monta Ellis,109,2011-12,101.0,28.7,0.8,2.6,17.5,26.0,TOT,NBA,58.0,58.0,2120.0,11.0,25.4,9.5,20.5,1.5,4.9,5.3,6.7,0.5,4.4,4.9,8.4,2.1,0.4,4.3,3.3,28.8,0.433,0.462,0.308,0.46299999999999997,0.7959999999999999,0.509,2011,SG,2,Do It All,1.938030834344251,4.265745660930916,-2.78296744751922
Reggie Evans,102,2011-12,101.0,8.8,0.0,1.3,9.2,31.0,LAC,NBA,56.0,0.0,771.0,2.4,5.0,2.4,5.0,0.0,0.0,2.5,5.0,7.0,11.9,18.9,1.2,2.2,0.4,3.1,8.2,7.3,0.47200000000000003,0.47200000000000003,0.0,0.47200000000000003,0.507,0.504,2011,PF,3,Backup Inside Big,-1.3078276284062331,-6.989622964742946,-2.069880802437124
Tyreke Evans,111,2011-12,103.0,23.8,0.9,2.7,16.4,22.0,SAC,NBA,63.0,61.0,2162.0,9.6,21.1,9.1,18.8,0.5,2.3,4.7,6.0,1.5,5.3,6.8,6.6,2.0,0.7,4.0,3.2,24.3,0.45299999999999996,0.484,0.20199999999999999,0.46399999999999997,0.779,0.512,2011,SG,2,Do It All,1.6287470201532457,2.0237327203830318,-2.439712686402852
Kenneth Faried,103,2011-12,123.0,18.7,1.4,4.6,21.9,22.0,DEN,NBA,46.0,39.0,1037.0,8.9,15.2,8.9,15.2,0.0,0.0,5.4,8.1,7.0,10.3,17.3,1.8,1.7,2.3,2.7,5.7,23.1,0.586,0.586,0.0,0.586,0.665,0.618,2011,PF,9,Elite Inside Big,6.079086369444794,-3.6545106598041253,0.448319072646152
Jordan Farmar,113,2011-12,111.0,22.6,0.1,1.8,17.4,25.0,NJN,NBA,39.0,5.0,831.0,9.4,20.2,5.9,12.2,3.5,8.0,3.7,4.0,0.4,3.5,3.9,8.3,1.5,0.1,4.4,3.1,26.0,0.467,0.484,0.44,0.5539999999999999,0.905,0.5920000000000001,2011,PG,2,Do It All,0.004436521511952423,3.7419096921853763,1.2542602017483933
Derrick Favors,103,2011-12,104.0,20.7,0.4,3.0,17.1,20.0,UTA,NBA,65.0,9.0,1376.0,8.5,17.0,8.5,17.0,0.0,0.0,4.8,7.4,6.0,10.2,16.2,1.6,1.4,2.5,3.9,5.5,21.7,0.499,0.499,0.0,0.499,0.649,0.537,2011,PF,9,Elite Inside Big,3.830131980300798,-2.811914089783678,-2.7980055132358475
Raymond Felton,109,2011-12,99.0,20.8,0.1,1.7,13.4,27.0,POR,NBA,60.0,56.0,1906.0,7.2,17.7,5.5,12.1,1.7,5.6,2.8,3.4,0.7,3.4,4.1,10.8,2.2,0.3,4.7,3.4,18.9,0.40700000000000003,0.45299999999999996,0.305,0.455,0.8059999999999999,0.491,2011,PG,1,3&D,-1.8239607311692512,2.2998591173455996,-1.9247845903486096
Rudy Fernández,108,2011-12,106.0,17.8,0.4,1.2,13.3,26.0,DEN,NBA,31.0,1.0,710.0,7.1,16.2,4.2,7.4,2.9,8.8,2.2,3.1,0.6,4.0,4.7,5.4,2.2,0.2,2.9,2.7,19.2,0.44,0.573,0.32799999999999996,0.529,0.698,0.5489999999999999,2011,SG,1,3&D,-1.7695337404444347,0.9567998389104841,1.3285095199100039
Landry Fields,102,2011-12,100.0,16.0,1.2,3.4,12.0,23.0,NYK,NBA,66.0,62.0,1894.0,6.4,14.0,5.6,10.7,0.8,3.3,2.1,3.7,1.6,6.0,7.6,4.6,2.1,0.5,2.8,2.7,15.8,0.46,0.523,0.256,0.49,0.562,0.506,2011,SG,1,3&D,-0.878012649986584,-1.1769562519182575,-0.8102793881332555
Derek Fisher,107,2011-12,97.0,13.6,-0.4,1.2,8.0,37.0,TOT,NBA,63.0,43.0,1508.0,4.5,12.1,3.3,8.3,1.2,3.8,2.0,2.3,0.4,3.8,4.2,5.9,1.8,0.1,2.5,4.1,12.2,0.371,0.39299999999999996,0.321,0.42100000000000004,0.851,0.46399999999999997,2011,PG,5,Perimeter Scorer,-4.663945133888114,-0.09004303067646828,-1.6046806839614447
Derek Fisher,107,2011-12,97.0,13.6,-0.4,1.2,8.0,37.0,TOT,NBA,63.0,43.0,1508.0,4.5,12.1,3.3,8.3,1.2,3.8,2.0,2.3,0.4,3.8,4.2,5.9,1.8,0.1,2.5,4.1,12.2,0.371,0.39299999999999996,0.321,0.42100000000000004,0.851,0.46399999999999997,2011,PG,5,Perimeter Scorer,-4.663945133888114,-0.09004303067646828,-1.6046806839614447
Derek Fisher,107,2011-12,97.0,13.6,-0.4,1.2,8.0,37.0,TOT,NBA,63.0,43.0,1508.0,4.5,12.1,3.3,8.3,1.2,3.8,2.0,2.3,0.4,3.8,4.2,5.9,1.8,0.1,2.5,4.1,12.2,0.371,0.39299999999999996,0.321,0.42100000000000004,0.851,0.46399999999999997,2011,PG,5,Perimeter Scorer,-4.663945133888114,-0.09004303067646828,-1.6046806839614447
Jonny Flynn,111,2011-12,96.0,20.2,-0.4,0.1,11.2,22.0,TOT,NBA,29.0,1.0,416.0,5.8,16.5,4.5,12.2,1.3,4.3,3.7,4.9,1.0,3.9,4.9,12.1,0.8,0.3,4.5,2.9,16.5,0.35100000000000003,0.371,0.294,0.389,0.7440000000000001,0.442,2011,PG,5,Perimeter Scorer,-3.1550927921506813,2.072328234348506,-3.579483759615313
Jonny Flynn,111,2011-12,96.0,20.2,-0.4,0.1,11.2,22.0,TOT,NBA,29.0,1.0,416.0,5.8,16.5,4.5,12.2,1.3,4.3,3.7,4.9,1.0,3.9,4.9,12.1,0.8,0.3,4.5,2.9,16.5,0.35100000000000003,0.371,0.294,0.389,0.7440000000000001,0.442,2011,PG,5,Perimeter Scorer,-3.1550927921506813,2.072328234348506,-3.579483759615313
Jonny Flynn,111,2011-12,96.0,20.2,-0.4,0.1,11.2,22.0,TOT,NBA,29.0,1.0,416.0,5.8,16.5,4.5,12.2,1.3,4.3,3.7,4.9,1.0,3.9,4.9,12.1,0.8,0.3,4.5,2.9,16.5,0.35100000000000003,0.371,0.294,0.389,0.7440000000000001,0.442,2011,PG,5,Perimeter Scorer,-3.1550927921506813,2.072328234348506,-3.579483759615313
Gary Forbes,106,2011-12,97.0,24.1,0.0,0.8,13.3,26.0,TOR,NBA,48.0,2.0,713.0,8.4,20.4,6.3,14.2,2.2,6.3,5.0,6.9,2.0,5.7,7.7,4.1,1.8,0.3,4.1,4.2,24.1,0.413,0.441,0.349,0.467,0.725,0.513,2011,SG,1,3&D,-0.011129322492802159,2.004686522548284,-2.3388592959478958
Randy Foye,109,2011-12,108.0,20.7,0.7,3.2,13.5,28.0,LAC,NBA,65.0,48.0,1682.0,8.2,20.6,4.1,10.1,4.1,10.5,2.3,2.7,0.8,3.6,4.4,4.7,1.5,0.8,2.3,4.2,22.8,0.39799999999999996,0.41,0.386,0.496,0.8590000000000001,0.522,2011,SG,7,Elite Wing,-1.9642813465666211,2.574007321931182,0.6915965697217231
Jimmer Fredette,114,2011-12,100.0,20.4,-0.7,0.3,10.8,22.0,SAC,NBA,61.0,7.0,1135.0,7.7,19.9,4.2,10.3,3.5,9.6,1.8,2.1,0.8,2.5,3.3,4.8,1.3,0.1,3.0,3.3,20.6,0.386,0.409,0.361,0.473,0.833,0.495,2011,PG,1,3&D,-3.535080638206692,2.610955051135221,-0.47428931573064553
Channing Frye,104,2011-12,106.0,19.3,1.7,3.7,14.9,28.0,PHO,NBA,64.0,59.0,1669.0,7.9,19.0,5.1,10.9,2.8,8.2,2.3,2.5,2.2,9.6,11.8,2.7,1.3,2.2,2.0,5.5,20.9,0.41600000000000004,0.469,0.34600000000000003,0.49,0.89,0.519,2011,PF,7,Elite Wing,0.03890272724743747,-0.163408506492218,0.17529436739254428
Sundiata Gaines,107,2011-12,100.0,21.1,0.2,1.0,15.0,25.0,NJN,NBA,57.0,12.0,793.0,6.8,18.2,5.0,12.7,1.9,5.5,4.0,6.4,1.8,5.4,7.3,8.5,3.7,0.1,3.5,3.9,19.5,0.376,0.392,0.341,0.428,0.615,0.465,2011,SG,2,Do It All,-1.464069313555334,1.7726786918348734,-3.02717216512929
Danilo Gallinari,107,2011-12,114.0,20.7,1.4,3.9,16.5,23.0,DEN,NBA,43.0,40.0,1351.0,7.3,17.6,5.0,10.7,2.3,6.9,6.9,7.9,1.1,6.6,7.6,4.4,1.6,0.9,2.6,3.2,23.7,0.414,0.47,0.32799999999999996,0.479,0.871,0.563,2011,SF,2,Do It All,0.7938473561495996,1.997653262721399,0.3935463251801005
Francisco García,108,2011-12,101.0,14.4,0.2,0.8,10.7,30.0,SAC,NBA,49.0,3.0,798.0,5.5,14.5,3.0,6.2,2.4,8.3,1.5,1.9,0.7,5.6,6.3,2.0,2.3,2.4,1.4,4.6,14.9,0.376,0.49,0.29,0.45899999999999996,0.8,0.483,2011,SF,1,3&D,-3.480147163285054,-0.9266257246113563,0.024777816329627087
Kevin Garnett,94,2011-12,106.0,24.9,2.6,6.9,20.4,35.0,BOS,NBA,60.0,60.0,1864.0,11.1,22.1,11.1,21.9,0.1,0.3,4.6,5.4,1.9,12.2,14.1,5.0,1.6,1.7,3.0,4.0,27.0,0.503,0.505,0.33299999999999996,0.505,0.857,0.55,2011,C,6,Star Inside Big,5.374524884376345,0.4540596891490092,-1.752979013879851
Marc Gasol,99,2011-12,111.0,19.1,3.5,8.2,18.4,27.0,MEM,NBA,65.0,65.0,2370.0,8.0,16.5,7.9,16.2,0.0,0.3,5.3,7.1,2.7,10.2,12.9,4.6,1.4,2.7,2.7,4.5,21.2,0.48200000000000004,0.489,0.083,0.483,0.748,0.541,2011,C,6,Star Inside Big,4.018718934614094,-1.4470077928167229,-1.2172677012806934
Pau Gasol,103,2011-12,112.0,22.1,3.5,8.3,20.4,31.0,LAL,NBA,65.0,65.0,2430.0,10.0,20.0,9.9,19.4,0.2,0.6,4.5,5.7,4.0,10.8,14.8,5.2,0.8,1.9,3.1,2.8,24.6,0.501,0.508,0.259,0.504,0.782,0.547,2011,PF,6,Star Inside Big,5.002431984477777,-0.12644577095865595,-0.8337640134313608
Rudy Gay,102,2011-12,104.0,25.1,2.3,6.0,17.8,25.0,MEM,NBA,65.0,65.0,2422.0,10.6,23.3,9.4,19.5,1.2,3.8,4.5,5.7,2.8,6.3,9.1,3.2,2.1,1.2,3.5,3.0,26.9,0.455,0.48200000000000004,0.312,0.48,0.7909999999999999,0.521,2011,SF,8,All Star,3.146050790411693,1.9719855150641104,-1.7787153658480526
Alonzo Gee,108,2011-12,102.0,18.7,0.7,2.4,13.2,24.0,CLE,NBA,63.0,31.0,1827.0,6.5,15.9,5.3,11.9,1.3,3.9,4.8,6.1,2.9,6.4,9.3,3.3,2.4,0.5,3.3,4.3,19.1,0.41200000000000003,0.442,0.321,0.452,0.7879999999999999,0.516,2011,SG,1,3&D,-0.5244743657021727,0.33221358020275804,-1.6201026963753977
Paul George,100,2011-12,108.0,19.3,2.9,6.0,16.5,21.0,IND,NBA,66.0,66.0,1958.0,7.6,17.3,5.2,10.9,2.4,6.3,3.9,4.9,1.5,8.5,10.0,4.3,2.9,1.0,3.2,5.2,21.6,0.44,0.47200000000000003,0.385,0.51,0.802,0.555,2011,SG,8,All Star,1.1538601944718097,0.6683410937080965,0.24332297575365983
Daniel Gibson,110,2011-12,98.0,15.3,0.0,0.5,9.2,25.0,CLE,NBA,35.0,7.0,916.0,5.0,14.2,1.8,6.3,3.2,8.0,2.0,2.5,0.6,5.2,5.8,4.4,1.5,0.9,2.6,4.0,15.1,0.35100000000000003,0.294,0.396,0.462,0.7909999999999999,0.493,2011,SG,5,Perimeter Scorer,-4.810337465897632,0.748931658778014,-0.7799932390374227
Taj Gibson,96,2011-12,109.0,18.6,1.0,4.5,16.9,26.0,CHI,NBA,63.0,0.0,1284.0,8.4,16.9,8.4,16.9,0.0,0.0,3.5,5.7,5.7,8.3,13.9,2.0,1.1,3.4,2.5,5.5,20.3,0.495,0.495,0.0,0.495,0.622,0.522,2011,PF,9,Elite Inside Big,3.502803844226207,-3.5313205260962213,-2.1721740211172538
Manu Ginóbili,104,2011-12,125.0,22.7,1.7,4.2,24.1,34.0,SAS,NBA,34.0,7.0,792.0,9.8,18.6,6.4,10.4,3.4,8.2,5.7,6.6,1.2,6.4,7.6,9.9,1.6,0.8,4.2,3.7,28.7,0.526,0.616,0.413,0.618,0.871,0.6679999999999999,2011,SG,8,All Star,3.826364307531861,2.6432989040904897,3.3658865475959274
Ryan Gomes,107,2011-12,81.0,12.5,-0.4,-0.2,4.4,29.0,LAC,NBA,32.0,2.0,425.0,3.9,12.0,3.4,8.4,0.5,3.7,1.0,1.4,1.8,6.0,7.7,1.5,2.0,0.0,1.9,4.3,9.4,0.326,0.409,0.138,0.34700000000000003,0.727,0.371,2011,SF,5,Perimeter Scorer,-5.843121046696711,-1.9695548881731157,-4.053679347189778
Drew Gooden,104,2011-12,105.0,25.7,1.1,3.6,18.8,30.0,MIL,NBA,56.0,46.0,1469.0,10.0,22.9,9.4,21.0,0.6,1.9,6.1,7.2,4.5,8.1,12.7,5.0,1.6,1.2,3.8,3.9,26.7,0.4370000000000001,0.45,0.29100000000000004,0.449,0.846,0.512,2011,C,2,Do It All,3.529905664595447,1.4994867319686316,-3.1333846970120214
Ben Gordon,109,2011-12,101.0,23.3,-0.1,1.7,13.5,28.0,DET,NBA,52.0,21.0,1398.0,9.0,20.4,6.6,14.7,2.4,5.7,4.5,5.2,0.5,4.1,4.7,4.9,1.3,0.4,4.4,4.4,24.9,0.442,0.446,0.429,0.501,0.86,0.5489999999999999,2011,SG,1,3&D,-0.14397884718376924,2.802557904968209,-1.0011372908044065
Marcin Gortat,103,2011-12,115.0,20.8,2.1,7.6,21.2,27.0,PHO,NBA,66.0,66.0,2114.0,10.5,18.9,10.5,18.8,0.0,0.0,4.0,6.2,4.5,11.6,16.2,1.4,1.2,2.4,2.2,3.5,24.9,0.555,0.557,0.0,0.555,0.649,0.578,2011,C,6,Star Inside Big,5.9235639298079645,-2.3201723249620727,-0.28576522521236014
Andrew Goudelock,110,2011-12,95.0,21.9,-0.5,0.1,8.4,23.0,LAL,NBA,40.0,0.0,419.0,8.6,22.0,5.1,12.5,3.5,9.5,1.4,1.5,0.6,3.3,3.9,2.5,0.5,0.0,2.7,4.0,22.1,0.391,0.40399999999999997,0.373,0.47100000000000003,0.917,0.488,2011,SG,5,Perimeter Scorer,-3.2599150862657105,2.5601556222884763,-0.8789602987412773
Danny Granger,104,2011-12,111.0,25.9,2.0,6.7,18.6,28.0,IND,NBA,62.0,62.0,2062.0,10.0,24.1,6.9,15.9,3.2,8.3,6.5,7.5,2.0,5.8,7.9,2.8,1.6,1.0,2.8,3.7,29.7,0.41600000000000004,0.434,0.381,0.48100000000000004,0.873,0.542,2011,SF,8,All Star,2.4286157549846092,3.5437079162258747,-0.3550742961751011
Aaron Gray,100,2011-12,98.0,13.5,0.0,1.4,11.1,27.0,TOR,NBA,49.0,40.0,813.0,5.5,10.6,5.5,10.6,0.0,0.0,1.7,3.1,5.5,13.1,18.6,1.8,1.5,1.1,3.4,8.4,12.6,0.516,0.516,0.0,0.516,0.532,0.526,2011,C,3,Backup Inside Big,0.7124416330056424,-6.12872395348043,-2.1455239412232165
Danny Green,103,2011-12,112.0,17.6,2.0,4.5,15.5,24.0,SAS,NBA,66.0,38.0,1522.0,7.2,16.2,3.7,8.2,3.5,7.9,2.7,3.4,1.8,5.9,7.7,2.9,2.0,1.6,2.3,3.6,20.5,0.442,0.449,0.436,0.5489999999999999,0.79,0.579,2011,SG,7,Elite Wing,-0.3677221034436127,0.5284385046194231,1.964871091591783
Gerald Green,109,2011-12,103.0,23.6,0.1,1.2,15.8,26.0,NJN,NBA,31.0,2.0,781.0,10.5,21.8,7.6,14.3,2.9,7.5,3.3,4.4,1.0,6.3,7.4,2.3,1.9,1.2,3.8,5.5,27.3,0.48100000000000004,0.529,0.391,0.5479999999999999,0.754,0.574,2011,SF,2,Do It All,1.2552353595550405,1.6117562876010976,-0.010352090959337994
Willie Green,105,2011-12,110.0,19.5,0.1,2.4,13.9,30.0,ATL,NBA,53.0,2.0,922.0,8.8,18.8,5.9,12.2,2.9,6.5,2.8,3.2,0.9,3.8,4.6,2.3,1.3,0.3,1.9,4.3,23.3,0.47100000000000003,0.486,0.442,0.5479999999999999,0.857,0.578,2011,SG,7,Elite Wing,-0.4833643939941259,1.2931931363487374,1.4942791354882452
Donté Greene,110,2011-12,100.0,18.0,-0.3,0.7,11.8,23.0,SAC,NBA,53.0,7.0,777.0,7.0,17.4,5.4,10.5,1.6,6.9,2.9,3.6,1.2,7.4,8.7,2.2,1.2,1.9,2.1,4.4,18.6,0.406,0.516,0.23800000000000002,0.45299999999999996,0.8,0.491,2011,PF,1,3&D,-1.5107406635544853,-0.4824043751052683,-0.9693289847703374
Blake Griffin,104,2011-12,113.0,26.6,3.7,9.2,23.4,22.0,LAC,NBA,66.0,66.0,2392.0,12.6,23.0,12.6,22.6,0.0,0.4,5.5,10.5,4.9,11.2,16.1,4.7,1.2,1.1,3.4,4.9,30.8,0.5489999999999999,0.556,0.125,0.55,0.521,0.557,2011,PF,6,Star Inside Big,8.019850108876847,-0.09975956129317702,-1.6171396055817322
Richard Hamilton,104,2011-12,101.0,24.5,0.0,1.3,13.2,33.0,CHI,NBA,28.0,28.0,697.0,10.8,23.9,9.5,20.4,1.3,3.6,2.2,2.9,1.5,3.6,5.1,6.5,0.9,0.1,3.8,4.3,25.2,0.452,0.466,0.37,0.479,0.784,0.5,2011,SG,1,3&D,0.546769588126596,2.2253058646602275,-2.3791892896534295
Tyler Hansbrough,104,2011-12,108.0,20.9,-0.3,3.9,14.7,26.0,IND,NBA,66.0,0.0,1442.0,7.1,17.6,7.1,17.5,0.0,0.0,8.3,10.2,4.1,6.5,10.6,1.1,2.0,0.3,2.4,5.8,22.5,0.405,0.406,0.0,0.405,0.813,0.511,2011,PF,9,Elite Inside Big,1.8147668467882871,-0.30959777195154886,-3.5601580039083847
James Harden,105,2011-12,125.0,21.6,3.2,9.3,21.1,22.0,OKC,NBA,62.0,2.0,1946.0,8.2,16.7,5.2,8.9,3.0,7.7,8.3,9.8,0.8,5.9,6.7,6.1,1.6,0.4,3.6,4.0,27.7,0.491,0.579,0.39,0.5820000000000001,0.846,0.66,2011,SG,8,All Star,3.7857305529392598,2.703709968435193,3.412799987910861
Josh Harrellson,98,2011-12,105.0,15.0,0.2,1.4,13.7,22.0,NYK,NBA,37.0,4.0,540.0,6.0,14.2,4.1,8.6,1.9,5.6,1.5,2.5,4.5,9.3,13.7,1.0,2.2,1.9,1.9,4.6,15.5,0.423,0.478,0.33899999999999997,0.49,0.615,0.505,2011,PF,1,3&D,-0.9012485990361195,-2.933811695890439,-0.5957439791472268
Al Harrington,105,2011-12,103.0,24.4,0.6,3.2,15.3,31.0,DEN,NBA,64.0,1.0,1761.0,10.0,22.4,7.1,13.6,2.9,8.8,3.4,5.1,2.1,9.2,11.3,2.5,1.7,0.3,3.2,5.2,26.3,0.446,0.519,0.33299999999999996,0.512,0.6759999999999999,0.535,2011,PF,7,Elite Wing,1.4333140653254457,1.187331095970526,-0.6790079104890749
Devin Harris,109,2011-12,112.0,19.5,1.0,4.2,16.0,28.0,UTA,NBA,63.0,63.0,1741.0,7.3,16.3,4.9,9.9,2.3,6.4,4.7,6.3,0.4,3.0,3.4,9.5,1.9,0.4,3.7,4.1,21.6,0.445,0.498,0.36200000000000004,0.516,0.746,0.564,2011,PG,7,Elite Wing,-0.20621529980354417,2.166968525581008,0.654101851755321
Manny Harris,109,2011-12,97.0,20.0,-0.3,0.3,11.7,22.0,CLE,NBA,26.0,5.0,456.0,6.9,17.3,5.5,13.1,1.4,4.1,4.7,6.8,1.3,6.8,8.1,3.6,1.5,0.7,3.1,3.2,19.9,0.4,0.42100000000000004,0.33299999999999996,0.44,0.695,0.4920000000000001,2011,SG,1,3&D,-1.2435474103639106,0.7880858529525034,-2.4377849980107116
Tobias Harris,106,2011-12,104.0,20.6,-0.2,0.9,14.2,19.0,MIL,NBA,42.0,9.0,479.0,8.4,18.1,7.8,15.6,0.6,2.5,4.7,5.8,3.2,7.6,10.8,2.4,1.4,0.7,3.3,4.8,22.2,0.467,0.5,0.261,0.485,0.815,0.54,2011,SF,2,Do It All,1.299711549626473,-0.3103956009757444,-1.679534477527335
Udonis Haslem,99,2011-12,102.0,13.5,-0.3,3.5,10.9,31.0,MIA,NBA,64.0,10.0,1589.0,5.0,11.8,5.0,11.8,0.0,0.0,2.7,3.4,3.9,11.7,15.6,1.4,1.2,0.8,2.0,4.7,12.8,0.423,0.423,0.0,0.423,0.8140000000000001,0.479,2011,PF,3,Backup Inside Big,-0.7644710096013878,-3.770132774214318,-2.528634858039721
Spencer Hawes,97,2011-12,105.0,20.3,1.1,2.9,18.1,23.0,PHI,NBA,37.0,29.0,920.0,9.1,18.6,8.9,17.9,0.2,0.7,2.3,3.2,4.5,11.2,15.7,5.7,0.9,2.8,3.2,5.8,20.7,0.489,0.498,0.25,0.494,0.727,0.517,2011,C,2,Do It All,3.150366910122115,-2.3649569944928377,-2.2551440547496187
