Unnamed: 0,Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Rk,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos
4561,Leandro Barbosa,112,2008-09,117.0,24.2,1.4,5.0,19.4,4875.0,26.0,PHO,NBA,70.0,11.0,1705.0,10.7,22.3,8.1,15.2,2.6,7.0,5.0,5.7,1.0,4.3,5.3,4.8,2.4,0.2,2.7,3.4,29.1,0.48200000000000004,0.532,0.375,0.542,0.8809999999999999,0.588,2008,SG
4562,J.J. Barea,112,2008-09,106.0,20.2,0.1,2.2,13.4,4876.0,24.0,DAL,NBA,79.0,15.0,1600.0,8.1,18.3,6.3,13.2,1.8,5.1,2.3,3.1,1.2,4.6,5.8,8.8,1.2,0.2,3.4,4.0,20.2,0.442,0.474,0.35700000000000004,0.491,0.753,0.516,2008,SG
4563,Andrea Bargnani,110,2008-09,105.0,22.7,0.7,3.9,14.6,4877.0,23.0,TOR,NBA,78.0,59.0,2453.0,9.2,20.4,6.6,14.2,2.5,6.2,4.7,5.7,1.5,7.4,8.8,2.0,0.7,2.1,2.9,5.1,25.6,0.45,0.46799999999999997,0.409,0.512,0.831,0.5589999999999999,2008,PF
4564,Matt Barnes,111,2008-09,107.0,18.3,1.3,3.0,12.6,4878.0,28.0,PHO,NBA,77.0,40.0,2082.0,6.8,16.2,4.0,8.0,2.8,8.2,2.4,3.3,1.9,8.2,10.1,5.1,1.2,0.6,3.1,5.0,18.9,0.423,0.505,0.34299999999999997,0.51,0.743,0.537,2008,PF
4565,Brent Barry,107,2008-09,106.0,12.4,0.3,1.5,9.2,4879.0,37.0,HOU,NBA,56.0,1.0,857.0,4.3,10.7,1.3,2.5,3.0,8.1,1.2,1.2,1.1,4.8,5.8,4.8,1.5,0.2,3.0,2.8,12.9,0.40700000000000003,0.512,0.374,0.5489999999999999,0.95,0.575,2008,SG
4566,Brandon Bass,108,2008-09,113.0,20.0,-0.1,4.1,16.4,4880.0,23.0,DAL,NBA,81.0,0.0,1574.0,8.4,16.9,8.4,16.7,0.0,0.2,6.1,7.0,4.3,7.9,12.2,1.4,0.9,1.8,2.9,4.7,22.9,0.496,0.502,0.0,0.496,0.867,0.5710000000000001,2008,C
4567,Tony Battie,102,2008-09,106.0,15.6,0.0,2.8,11.9,4882.0,32.0,ORL,NBA,77.0,3.0,1202.0,6.8,14.0,6.7,13.6,0.1,0.4,2.3,3.5,4.0,8.0,12.0,1.3,1.1,1.1,2.0,4.8,16.1,0.489,0.4970000000000001,0.222,0.4920000000000001,0.659,0.518,2008,PF
4568,Shane Battier,105,2008-09,118.0,9.9,2.8,5.2,10.7,4883.0,30.0,HOU,NBA,60.0,59.0,2031.0,3.8,9.3,1.4,3.1,2.4,6.2,1.4,1.8,1.4,6.1,7.5,3.6,1.3,1.4,1.3,3.0,11.4,0.41,0.462,0.384,0.5379999999999999,0.821,0.568,2008,SG
4569,Nicolas Batum,107,2008-09,117.0,14.0,1.7,3.7,12.9,4884.0,20.0,POR,NBA,79.0,76.0,1454.0,6.1,13.8,3.8,7.4,2.4,6.4,1.6,2.0,3.2,5.2,8.4,2.8,1.9,1.5,1.9,5.3,16.2,0.446,0.513,0.369,0.532,0.8079999999999999,0.555,2008,SF
4570,Jerryd Bayless,111,2008-09,97.0,20.9,-0.6,0.3,8.2,4885.0,20.0,POR,NBA,53.0,0.0,655.0,5.8,16.0,5.2,13.7,0.6,2.3,7.0,8.7,0.7,4.1,4.8,6.6,1.4,0.2,4.7,6.9,19.3,0.365,0.38299999999999995,0.259,0.384,0.8059999999999999,0.48700000000000004,2008,PG
4571,Michael Beasley,108,2008-09,103.0,27.7,-1.2,3.4,17.2,4886.0,20.0,MIA,NBA,81.0,19.0,2009.0,12.0,25.4,11.1,23.3,0.9,2.2,4.9,6.4,2.9,8.7,11.7,2.2,1.1,1.0,3.2,4.9,29.8,0.47200000000000003,0.478,0.40700000000000003,0.49,0.772,0.528,2008,PF
4572,Marco Belinelli,116,2008-09,104.0,19.3,-0.3,0.5,11.8,4887.0,22.0,GSW,NBA,42.0,23.0,882.0,7.8,17.6,4.9,10.3,2.9,7.3,2.2,2.9,0.6,3.4,3.9,4.9,2.0,0.1,3.3,4.0,20.6,0.442,0.473,0.397,0.524,0.769,0.547,2008,SG
4573,Charlie Bell,111,2008-09,105.0,16.0,0.2,2.2,9.8,4888.0,29.0,MIL,NBA,70.0,23.0,1783.0,6.3,15.2,3.8,8.3,2.5,7.0,1.9,2.3,0.9,3.0,3.9,4.4,1.5,0.2,2.2,4.0,17.1,0.414,0.45799999999999996,0.363,0.4970000000000001,0.825,0.525,2008,SG
4574,Raja Bell,111,2008-09,109.0,16.3,0.9,3.6,10.7,4889.0,32.0,TOT,NBA,67.0,66.0,2315.0,6.8,15.6,4.2,9.4,2.6,6.2,2.0,2.3,0.9,4.6,5.6,3.2,1.1,0.2,2.0,3.8,18.3,0.4370000000000001,0.44799999999999995,0.42100000000000004,0.52,0.853,0.5479999999999999,2008,SG
4575,Raja Bell,111,2008-09,109.0,16.3,0.9,3.6,10.7,4889.0,32.0,TOT,NBA,67.0,66.0,2315.0,6.8,15.6,4.2,9.4,2.6,6.2,2.0,2.3,0.9,4.6,5.6,3.2,1.1,0.2,2.0,3.8,18.3,0.4370000000000001,0.44799999999999995,0.42100000000000004,0.52,0.853,0.5479999999999999,2008,SG
4576,Raja Bell,111,2008-09,109.0,16.3,0.9,3.6,10.7,4889.0,32.0,TOT,NBA,67.0,66.0,2315.0,6.8,15.6,4.2,9.4,2.6,6.2,2.0,2.3,0.9,4.6,5.6,3.2,1.1,0.2,2.0,3.8,18.3,0.4370000000000001,0.44799999999999995,0.42100000000000004,0.52,0.853,0.5479999999999999,2008,SG
4577,Mike Bibby,109,2008-09,113.0,20.6,2.6,6.9,16.3,4890.0,30.0,ATL,NBA,79.0,79.0,2740.0,8.5,19.6,5.3,11.3,3.3,8.4,2.6,3.3,0.7,4.7,5.4,7.7,1.9,0.2,2.5,2.8,23.0,0.435,0.46799999999999997,0.39,0.518,0.789,0.544,2008,PG
4578,Andris Biedriņš,107,2008-09,116.0,16.9,2.1,5.4,19.1,4891.0,22.0,GSW,NBA,62.0,58.0,1863.0,8.1,14.0,8.1,14.0,0.0,0.0,3.1,5.7,5.9,12.3,18.2,3.2,1.7,2.5,2.9,6.2,19.3,0.578,0.579,0.0,0.578,0.551,0.585,2008,C
4579,Chauncey Billups,110,2008-09,121.0,21.7,3.2,10.1,18.8,4892.0,32.0,TOT,NBA,79.0,79.0,2789.0,7.5,17.9,4.5,10.7,3.0,7.3,7.6,8.4,0.6,3.8,4.4,9.3,1.7,0.3,3.2,2.9,25.6,0.418,0.425,0.408,0.501,0.9129999999999999,0.5920000000000001,2008,PG
4580,Chauncey Billups,110,2008-09,121.0,21.7,3.2,10.1,18.8,4892.0,32.0,TOT,NBA,79.0,79.0,2789.0,7.5,17.9,4.5,10.7,3.0,7.3,7.6,8.4,0.6,3.8,4.4,9.3,1.7,0.3,3.2,2.9,25.6,0.418,0.425,0.408,0.501,0.9129999999999999,0.5920000000000001,2008,PG
4581,Chauncey Billups,110,2008-09,121.0,21.7,3.2,10.1,18.8,4892.0,32.0,TOT,NBA,79.0,79.0,2789.0,7.5,17.9,4.5,10.7,3.0,7.3,7.6,8.4,0.6,3.8,4.4,9.3,1.7,0.3,3.2,2.9,25.6,0.418,0.425,0.408,0.501,0.9129999999999999,0.5920000000000001,2008,PG
4582,Steve Blake,110,2008-09,118.0,17.0,2.0,5.8,14.4,4893.0,28.0,POR,NBA,69.0,69.0,2188.0,7.0,16.4,3.5,8.1,3.5,8.3,1.6,1.9,0.7,3.7,4.4,8.8,1.7,0.1,2.7,3.2,19.2,0.428,0.429,0.4270000000000001,0.536,0.84,0.557,2008,PG
4583,Andray Blatche,111,2008-09,101.0,21.9,0.2,1.4,15.0,4894.0,22.0,WAS,NBA,71.0,36.0,1703.0,9.2,19.5,9.0,18.9,0.2,0.7,3.5,5.0,3.9,7.8,11.7,3.7,1.6,2.3,3.6,6.5,22.1,0.47100000000000003,0.479,0.23800000000000002,0.475,0.7040000000000001,0.508,2008,C
4584,Keith Bogans,105,2008-09,106.0,14.0,0.6,2.5,9.7,4896.0,28.0,TOT,NBA,65.0,15.0,1272.0,4.9,13.2,1.8,4.3,3.0,8.9,2.1,2.3,1.3,7.0,8.2,2.6,1.8,0.2,1.7,4.3,14.9,0.3670000000000001,0.425,0.33899999999999997,0.48100000000000004,0.912,0.521,2008,SG
4585,Keith Bogans,105,2008-09,106.0,14.0,0.6,2.5,9.7,4896.0,28.0,TOT,NBA,65.0,15.0,1272.0,4.9,13.2,1.8,4.3,3.0,8.9,2.1,2.3,1.3,7.0,8.2,2.6,1.8,0.2,1.7,4.3,14.9,0.3670000000000001,0.425,0.33899999999999997,0.48100000000000004,0.912,0.521,2008,SG
4586,Keith Bogans,105,2008-09,106.0,14.0,0.6,2.5,9.7,4896.0,28.0,TOT,NBA,65.0,15.0,1272.0,4.9,13.2,1.8,4.3,3.0,8.9,2.1,2.3,1.3,7.0,8.2,2.6,1.8,0.2,1.7,4.3,14.9,0.3670000000000001,0.425,0.33899999999999997,0.48100000000000004,0.912,0.521,2008,SG
4587,Andrew Bogut,105,2008-09,107.0,17.8,1.0,2.6,16.2,4897.0,24.0,MIL,NBA,36.0,33.0,1124.0,8.4,14.6,8.4,14.6,0.0,0.0,2.6,4.5,5.4,11.6,17.0,3.3,1.1,1.7,4.0,6.0,19.5,0.5770000000000001,0.5770000000000001,0.0,0.5770000000000001,0.5710000000000001,0.586,2008,C
4588,Matt Bonner,104,2008-09,123.0,14.6,2.2,6.8,15.0,4898.0,28.0,SAS,NBA,81.0,67.0,1928.0,7.5,15.1,4.2,7.5,3.3,7.5,0.5,0.6,2.7,8.1,10.9,2.3,1.3,0.7,1.0,5.4,18.8,0.496,0.552,0.44,0.606,0.7390000000000001,0.611,2008,PF
4589,Josh Boone,109,2008-09,110.0,13.3,0.2,1.8,13.3,4899.0,24.0,NJN,NBA,62.0,7.0,995.0,6.1,11.5,6.1,11.5,0.0,0.0,1.7,4.6,5.6,8.3,13.8,1.7,1.2,2.6,1.7,5.7,13.8,0.528,0.528,0.0,0.528,0.376,0.513,2008,C
4590,Carlos Boozer,105,2008-09,105.0,24.4,0.6,2.6,17.2,4901.0,27.0,UTA,NBA,37.0,37.0,1197.0,10.8,22.0,10.8,22.0,0.0,0.0,4.2,6.0,4.8,11.8,16.6,3.4,1.7,0.3,3.4,5.7,25.8,0.49,0.49,0.0,0.49,0.698,0.523,2008,PF
4591,Chris Bosh,108,2008-09,114.0,26.9,3.3,9.7,22.1,4902.0,24.0,TOR,NBA,77.0,77.0,2928.0,11.0,22.5,10.7,21.6,0.2,0.9,9.0,11.0,3.8,9.9,13.7,3.4,1.2,1.4,3.1,3.4,31.1,0.48700000000000004,0.4970000000000001,0.245,0.4920000000000001,0.8170000000000001,0.569,2008,C
4592,Bruce Bowen,106,2008-09,104.0,7.2,0.2,2.2,5.4,4903.0,37.0,SAS,NBA,80.0,10.0,1506.0,2.8,6.7,1.3,3.2,1.5,3.5,0.5,0.9,0.6,4.7,5.2,1.4,1.3,0.5,0.9,4.4,7.7,0.42200000000000004,0.41600000000000004,0.429,0.535,0.5379999999999999,0.539,2008,SF
4593,Elton Brand,105,2008-09,97.0,23.8,-0.2,0.9,14.6,4905.0,29.0,PHI,NBA,29.0,23.0,920.0,9.5,21.2,9.5,21.2,0.0,0.0,4.2,6.3,4.5,10.3,14.7,2.1,1.0,2.6,3.9,4.5,23.1,0.447,0.447,0.0,0.447,0.6759999999999999,0.484,2008,PF
4594,Ronnie Brewer,108,2008-09,113.0,18.8,2.7,6.8,16.1,4907.0,23.0,UTA,NBA,81.0,80.0,2605.0,8.3,16.4,7.9,14.7,0.4,1.7,4.9,7.0,2.0,3.9,5.9,3.5,2.7,0.6,2.2,2.5,22.0,0.508,0.537,0.259,0.522,0.7020000000000001,0.565,2008,SF
4595,Aaron Brooks,108,2008-09,105.0,22.9,0.4,3.6,12.9,4908.0,24.0,HOU,NBA,80.0,35.0,1998.0,8.4,20.9,5.4,12.6,3.0,8.2,4.0,4.6,0.9,3.3,4.2,6.3,1.2,0.2,3.3,4.0,23.8,0.40399999999999997,0.428,0.366,0.47600000000000003,0.866,0.521,2008,PG
4596,Bobby Brown,118,2008-09,96.0,21.3,-1.2,-0.6,8.9,4910.0,24.0,TOT,NBA,68.0,2.0,931.0,7.8,19.8,5.3,12.7,2.5,7.2,1.9,2.4,0.8,2.1,2.9,6.5,1.2,0.2,3.5,5.2,19.9,0.392,0.41700000000000004,0.34600000000000003,0.45399999999999996,0.7909999999999999,0.47600000000000003,2008,SG-PG
4597,Bobby Brown,118,2008-09,96.0,21.3,-1.2,-0.6,8.9,4910.0,24.0,TOT,NBA,68.0,2.0,931.0,7.8,19.8,5.3,12.7,2.5,7.2,1.9,2.4,0.8,2.1,2.9,6.5,1.2,0.2,3.5,5.2,19.9,0.392,0.41700000000000004,0.34600000000000003,0.45399999999999996,0.7909999999999999,0.47600000000000003,2008,SG
4598,Bobby Brown,118,2008-09,96.0,21.3,-1.2,-0.6,8.9,4910.0,24.0,TOT,NBA,68.0,2.0,931.0,7.8,19.8,5.3,12.7,2.5,7.2,1.9,2.4,0.8,2.1,2.9,6.5,1.2,0.2,3.5,5.2,19.9,0.392,0.41700000000000004,0.34600000000000003,0.45399999999999996,0.7909999999999999,0.47600000000000003,2008,PG
4599,Devin Brown,108,2008-09,92.0,22.8,-0.7,0.1,9.7,4912.0,30.0,NOH,NBA,63.0,5.0,869.0,7.0,19.7,5.2,13.6,1.8,6.1,4.9,6.3,2.0,5.5,7.5,3.4,2.0,0.3,3.4,5.1,20.6,0.355,0.384,0.289,0.39899999999999997,0.78,0.45899999999999996,2008,SG
4600,Kwame Brown,105,2008-09,106.0,13.0,0.0,1.9,11.5,4913.0,26.0,DET,NBA,58.0,30.0,999.0,5.0,9.4,5.0,9.4,0.0,0.0,3.5,6.8,5.0,11.0,16.1,1.8,1.3,1.3,2.8,7.6,13.5,0.5329999999999999,0.5329999999999999,0.0,0.5329999999999999,0.516,0.546,2008,C
4601,Shannon Brown,106,2008-09,101.0,21.4,-0.1,0.7,12.9,4914.0,23.0,TOT,NBA,48.0,0.0,477.0,8.7,18.4,7.2,14.3,1.6,4.1,3.6,4.4,1.2,3.7,4.9,4.2,2.5,0.8,4.2,4.7,22.6,0.473,0.5,0.37799999999999995,0.515,0.821,0.5539999999999999,2008,SG
4602,Shannon Brown,106,2008-09,101.0,21.4,-0.1,0.7,12.9,4914.0,23.0,TOT,NBA,48.0,0.0,477.0,8.7,18.4,7.2,14.3,1.6,4.1,3.6,4.4,1.2,3.7,4.9,4.2,2.5,0.8,4.2,4.7,22.6,0.473,0.5,0.37799999999999995,0.515,0.821,0.5539999999999999,2008,SG
4603,Shannon Brown,106,2008-09,101.0,21.4,-0.1,0.7,12.9,4914.0,23.0,TOT,NBA,48.0,0.0,477.0,8.7,18.4,7.2,14.3,1.6,4.1,3.6,4.4,1.2,3.7,4.9,4.2,2.5,0.8,4.2,4.7,22.6,0.473,0.5,0.37799999999999995,0.515,0.821,0.5539999999999999,2008,SG
4604,Kobe Bryant,106,2008-09,115.0,32.2,4.9,12.7,24.4,4915.0,30.0,LAL,NBA,82.0,82.0,2960.0,13.8,29.4,11.7,23.7,2.0,5.8,8.3,9.7,1.5,5.8,7.4,6.9,2.1,0.6,3.6,3.3,37.8,0.467,0.496,0.35100000000000003,0.502,0.856,0.561,2008,SG
4605,Greg Buckner,110,2008-09,94.0,11.1,-0.3,0.3,6.3,4916.0,32.0,MEM,NBA,63.0,0.0,878.0,3.7,9.6,2.9,6.5,0.8,3.1,1.2,1.5,1.9,5.9,7.9,3.5,1.8,0.5,2.3,6.5,9.4,0.384,0.444,0.255,0.425,0.8,0.456,2008,SF
4606,Caron Butler,113,2008-09,108.0,25.9,2.5,4.5,18.8,4917.0,28.0,WAS,NBA,67.0,67.0,2585.0,10.0,22.1,8.7,17.9,1.3,4.3,7.0,8.2,2.4,6.0,8.4,5.9,2.2,0.4,4.3,3.4,28.4,0.45299999999999996,0.48700000000000004,0.31,0.48200000000000004,0.858,0.552,2008,SG
4607,Rasual Butler,109,2008-09,109.0,16.8,1.0,4.6,11.8,4918.0,29.0,NOH,NBA,82.0,74.0,2614.0,7.3,16.8,4.4,9.3,2.9,7.5,1.8,2.3,1.0,4.6,5.7,1.6,1.1,1.3,1.2,3.3,19.3,0.433,0.46799999999999997,0.39,0.521,0.782,0.541,2008,SF
4608,Andrew Bynum,104,2008-09,118.0,20.7,1.4,5.5,20.0,4919.0,21.0,LAL,NBA,50.0,50.0,1446.0,9.9,17.7,9.9,17.7,0.0,0.0,5.4,7.6,4.8,9.2,14.0,2.5,0.6,3.2,3.0,5.5,25.1,0.56,0.56,0.0,0.56,0.7070000000000001,0.598,2008,C
4609,Will Bynum,109,2008-09,103.0,27.9,0.1,1.3,17.4,4920.0,26.0,DET,NBA,57.0,1.0,803.0,10.8,23.6,10.5,22.3,0.2,1.3,6.5,8.2,1.3,3.9,5.2,10.8,2.3,0.1,5.2,5.9,28.3,0.456,0.474,0.158,0.461,0.7979999999999999,0.52,2008,PG
4610,José Calderón,112,2008-09,123.0,16.9,1.7,7.5,18.8,4921.0,27.0,TOR,NBA,68.0,68.0,2333.0,7.2,14.4,5.3,9.9,1.8,4.5,3.4,3.4,0.4,4.0,4.3,13.6,1.7,0.2,3.2,2.5,19.5,0.4970000000000001,0.5379999999999999,0.406,0.561,0.981,0.613,2008,PG
4611,Marcus Camby,104,2008-09,112.0,15.8,1.8,5.2,18.7,4922.0,34.0,LAC,NBA,62.0,55.0,1925.0,6.9,13.4,6.9,13.3,0.0,0.1,3.6,4.9,4.4,14.3,18.7,3.4,1.4,3.6,2.5,3.5,17.4,0.512,0.514,0.25,0.513,0.725,0.556,2008,C
4612,Brian Cardinal,110,2008-09,102.0,11.5,0.3,0.9,8.1,4923.0,31.0,MIN,NBA,64.0,4.0,909.0,3.7,9.7,2.0,4.4,1.7,5.3,1.7,2.0,2.2,5.9,8.2,4.4,2.1,0.7,2.8,7.8,11.0,0.385,0.455,0.326,0.473,0.857,0.515,2008,PF
4613,Rodney Carney,111,2008-09,105.0,18.6,0.2,1.5,12.1,4924.0,24.0,MIN,NBA,67.0,6.0,1199.0,7.7,18.5,4.2,8.6,3.5,9.9,2.2,2.9,1.6,3.9,5.5,1.1,2.0,1.3,1.9,4.1,21.0,0.41600000000000004,0.4920000000000001,0.35,0.509,0.758,0.532,2008,SG
4614,Matt Carroll,108,2008-09,86.0,16.4,-0.5,-0.1,5.5,4925.0,28.0,TOT,NBA,55.0,10.0,616.0,5.7,15.0,4.6,10.3,1.1,4.6,1.8,2.2,0.6,5.4,6.0,2.4,1.8,0.5,2.9,5.9,14.4,0.38,0.441,0.245,0.418,0.84,0.451,2008,SG
4615,Matt Carroll,108,2008-09,86.0,16.4,-0.5,-0.1,5.5,4925.0,28.0,TOT,NBA,55.0,10.0,616.0,5.7,15.0,4.6,10.3,1.1,4.6,1.8,2.2,0.6,5.4,6.0,2.4,1.8,0.5,2.9,5.9,14.4,0.38,0.441,0.245,0.418,0.84,0.451,2008,SG
4616,Matt Carroll,108,2008-09,86.0,16.4,-0.5,-0.1,5.5,4925.0,28.0,TOT,NBA,55.0,10.0,616.0,5.7,15.0,4.6,10.3,1.1,4.6,1.8,2.2,0.6,5.4,6.0,2.4,1.8,0.5,2.9,5.9,14.4,0.38,0.441,0.245,0.418,0.84,0.451,2008,SG
4617,Anthony Carter,107,2008-09,98.0,14.3,0.1,1.8,10.8,4926.0,33.0,DEN,NBA,78.0,5.0,1787.0,4.8,11.0,4.2,8.5,0.6,2.5,1.6,2.2,1.1,4.7,5.8,10.4,2.7,0.4,4.4,4.0,11.7,0.433,0.49,0.239,0.46,0.731,0.49,2008,PG
4618,Vince Carter,112,2008-09,112.0,26.8,3.4,7.5,19.3,4927.0,32.0,NJN,NBA,80.0,80.0,2946.0,10.7,24.4,7.9,17.3,2.7,7.1,6.1,7.4,1.3,6.1,7.4,6.8,1.5,0.7,3.0,4.2,30.1,0.4370000000000001,0.45899999999999996,0.385,0.493,0.8170000000000001,0.545,2008,SG
4619,Mario Chalmers,107,2008-09,107.0,16.3,1.8,5.2,13.3,4928.0,22.0,MIA,NBA,82.0,82.0,2626.0,5.7,13.5,3.3,7.1,2.3,6.3,3.0,3.9,0.8,3.9,4.6,8.2,3.3,0.2,3.4,4.9,16.6,0.42,0.467,0.3670000000000001,0.506,0.767,0.5479999999999999,2008,PG
4620,Tyson Chandler,107,2008-09,113.0,13.7,0.4,3.4,13.4,4929.0,26.0,NOH,NBA,45.0,45.0,1445.0,6.1,10.7,6.1,10.7,0.0,0.0,2.9,5.0,6.2,8.7,14.9,0.8,0.6,2.1,2.6,5.4,15.0,0.565,0.565,0.0,0.565,0.579,0.581,2008,C
4621,Wilson Chandler,110,2008-09,103.0,20.5,0.8,3.1,12.9,4930.0,21.0,NYK,NBA,82.0,70.0,2735.0,8.3,19.1,6.4,13.4,1.9,5.7,3.1,3.9,1.7,6.4,8.1,3.1,1.3,1.4,2.5,4.5,21.5,0.4320000000000001,0.47600000000000003,0.32799999999999996,0.48100000000000004,0.795,0.515,2008,SF
4622,Jason Collins,112,2008-09,84.0,10.1,-0.3,-0.2,3.3,4933.0,30.0,MIN,NBA,31.0,22.0,422.0,2.7,8.7,2.7,8.7,0.0,0.0,1.6,3.5,3.5,5.2,8.7,1.4,1.1,1.6,1.5,9.1,7.1,0.314,0.314,0.0,0.314,0.46399999999999997,0.34600000000000003,2008,C
4623,Mardy Collins,113,2008-09,94.0,16.6,-0.5,-0.1,9.5,4934.0,24.0,TOT,NBA,48.0,14.0,890.0,6.1,14.4,5.4,12.6,0.8,1.8,1.6,2.7,1.8,4.4,6.2,6.5,1.8,0.6,3.4,4.7,14.6,0.425,0.426,0.419,0.451,0.609,0.47,2008,PG-SG
4624,Mardy Collins,113,2008-09,94.0,16.6,-0.5,-0.1,9.5,4934.0,24.0,TOT,NBA,48.0,14.0,890.0,6.1,14.4,5.4,12.6,0.8,1.8,1.6,2.7,1.8,4.4,6.2,6.5,1.8,0.6,3.4,4.7,14.6,0.425,0.426,0.419,0.451,0.609,0.47,2008,SG
4625,Mardy Collins,113,2008-09,94.0,16.6,-0.5,-0.1,9.5,4934.0,24.0,TOT,NBA,48.0,14.0,890.0,6.1,14.4,5.4,12.6,0.8,1.8,1.6,2.7,1.8,4.4,6.2,6.5,1.8,0.6,3.4,4.7,14.6,0.425,0.426,0.419,0.451,0.609,0.47,2008,PG
4626,Nick Collison,108,2008-09,119.0,13.5,1.2,5.0,14.8,4935.0,28.0,OKC,NBA,71.0,40.0,1831.0,6.8,12.0,6.8,11.9,0.0,0.1,2.7,3.8,5.1,8.6,13.7,1.8,1.4,1.4,2.0,6.7,16.4,0.568,0.57,0.0,0.568,0.721,0.599,2008,C
4627,Mike Conley,111,2008-09,109.0,17.9,1.1,4.5,14.3,4936.0,21.0,MEM,NBA,82.0,61.0,2508.0,6.9,15.5,5.0,10.9,1.9,4.6,3.4,4.2,0.5,5.3,5.9,7.5,1.9,0.2,3.0,3.1,19.0,0.442,0.45799999999999996,0.406,0.503,0.8170000000000001,0.5479999999999999,2008,PG
4628,Daequan Cook,111,2008-09,104.0,18.2,-0.5,2.2,10.3,4938.0,21.0,MIA,NBA,75.0,4.0,1833.0,7.0,18.8,2.6,7.3,4.5,11.5,1.4,1.6,0.6,5.0,5.5,2.1,1.1,0.3,1.2,3.6,20.0,0.375,0.35600000000000004,0.387,0.494,0.875,0.512,2008,SF
4629,Jamal Crawford,117,2008-09,110.0,22.8,0.2,3.3,15.1,4939.0,28.0,TOT,NBA,65.0,65.0,2479.0,8.3,20.2,5.5,12.4,2.8,7.8,5.9,6.8,0.5,3.4,3.8,5.7,1.1,0.3,2.9,1.8,25.3,0.41,0.441,0.36,0.479,0.872,0.545,2008,PG-SG
4630,Jamal Crawford,117,2008-09,110.0,22.8,0.2,3.3,15.1,4939.0,28.0,TOT,NBA,65.0,65.0,2479.0,8.3,20.2,5.5,12.4,2.8,7.8,5.9,6.8,0.5,3.4,3.8,5.7,1.1,0.3,2.9,1.8,25.3,0.41,0.441,0.36,0.479,0.872,0.545,2008,SG
4631,Jamal Crawford,117,2008-09,110.0,22.8,0.2,3.3,15.1,4939.0,28.0,TOT,NBA,65.0,65.0,2479.0,8.3,20.2,5.5,12.4,2.8,7.8,5.9,6.8,0.5,3.4,3.8,5.7,1.1,0.3,2.9,1.8,25.3,0.41,0.441,0.36,0.479,0.872,0.545,2008,PG
4632,Javaris Crittenton,115,2008-09,97.0,15.8,-0.5,0.0,10.4,4941.0,21.0,TOT,NBA,63.0,10.0,1174.0,5.9,12.8,5.8,12.1,0.1,0.7,2.4,4.1,2.6,4.9,7.5,6.7,1.8,0.3,3.7,4.5,14.2,0.46,0.478,0.133,0.46299999999999997,0.5760000000000001,0.48700000000000004,2008,PG-SG
4633,Javaris Crittenton,115,2008-09,97.0,15.8,-0.5,0.0,10.4,4941.0,21.0,TOT,NBA,63.0,10.0,1174.0,5.9,12.8,5.8,12.1,0.1,0.7,2.4,4.1,2.6,4.9,7.5,6.7,1.8,0.3,3.7,4.5,14.2,0.46,0.478,0.133,0.46299999999999997,0.5760000000000001,0.48700000000000004,2008,SG
4634,Javaris Crittenton,115,2008-09,97.0,15.8,-0.5,0.0,10.4,4941.0,21.0,TOT,NBA,63.0,10.0,1174.0,5.9,12.8,5.8,12.1,0.1,0.7,2.4,4.1,2.6,4.9,7.5,6.7,1.8,0.3,3.7,4.5,14.2,0.46,0.478,0.133,0.46299999999999997,0.5760000000000001,0.48700000000000004,2008,PG
4635,Samuel Dalembert,103,2008-09,103.0,13.6,-0.3,4.0,13.2,4944.0,27.0,PHI,NBA,82.0,82.0,2036.0,5.7,11.4,5.7,11.3,0.0,0.1,2.4,3.2,5.6,12.8,18.4,0.5,0.9,3.8,3.1,6.5,13.7,0.498,0.5,0.0,0.498,0.7340000000000001,0.535,2008,C
4636,Erick Dampier,107,2008-09,129.0,10.4,2.3,6.1,15.7,4945.0,33.0,DAL,NBA,80.0,80.0,1836.0,5.2,8.0,5.2,8.0,0.0,0.0,2.6,4.0,6.2,10.0,16.1,2.2,0.7,2.7,2.1,5.5,13.0,0.65,0.65,0.0,0.65,0.638,0.664,2008,C
4637,Antonio Daniels,112,2008-09,108.0,15.9,-0.8,1.5,12.1,4946.0,33.0,TOT,NBA,74.0,9.0,1021.0,5.2,12.5,4.1,9.3,1.2,3.2,4.2,5.3,0.3,3.8,4.1,9.4,1.4,0.1,3.3,2.9,15.9,0.419,0.43799999999999994,0.3670000000000001,0.466,0.8,0.536,2008,PG
4638,Antonio Daniels,112,2008-09,108.0,15.9,-0.8,1.5,12.1,4946.0,33.0,TOT,NBA,74.0,9.0,1021.0,5.2,12.5,4.1,9.3,1.2,3.2,4.2,5.3,0.3,3.8,4.1,9.4,1.4,0.1,3.3,2.9,15.9,0.419,0.43799999999999994,0.3670000000000001,0.466,0.8,0.536,2008,PG
4639,Antonio Daniels,112,2008-09,108.0,15.9,-0.8,1.5,12.1,4946.0,33.0,TOT,NBA,74.0,9.0,1021.0,5.2,12.5,4.1,9.3,1.2,3.2,4.2,5.3,0.3,3.8,4.1,9.4,1.4,0.1,3.3,2.9,15.9,0.419,0.43799999999999994,0.3670000000000001,0.466,0.8,0.536,2008,PG
