Unnamed: 0,Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Rk,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos
7066,LeBron James,104,2003-04,99.0,28.2,3.1,5.1,18.3,7326.0,19.0,CLE,NBA,79.0,79.0,3122.0,10.5,25.3,9.5,21.6,1.1,3.7,5.9,7.8,1.7,5.6,7.3,7.9,2.2,1.0,4.6,2.5,28.0,0.41700000000000004,0.43799999999999994,0.29,0.43799999999999994,0.754,0.488,2003,SG
7067,Mike James,103,2003-04,107.0,17.4,1.2,5.2,14.4,7327.0,28.0,TOT,NBA,81.0,55.0,2196.0,6.5,15.6,3.9,8.9,2.5,6.7,2.4,3.0,0.7,4.9,5.6,8.1,2.3,0.1,2.9,3.7,17.9,0.414,0.441,0.377,0.495,0.8109999999999999,0.528,2003,PG
7068,Mike James,103,2003-04,107.0,17.4,1.2,5.2,14.4,7327.0,28.0,TOT,NBA,81.0,55.0,2196.0,6.5,15.6,3.9,8.9,2.5,6.7,2.4,3.0,0.7,4.9,5.6,8.1,2.3,0.1,2.9,3.7,17.9,0.414,0.441,0.377,0.495,0.8109999999999999,0.528,2003,PG
7069,Mike James,103,2003-04,107.0,17.4,1.2,5.2,14.4,7327.0,28.0,TOT,NBA,81.0,55.0,2196.0,6.5,15.6,3.9,8.9,2.5,6.7,2.4,3.0,0.7,4.9,5.6,8.1,2.3,0.1,2.9,3.7,17.9,0.414,0.441,0.377,0.495,0.8109999999999999,0.528,2003,PG
7070,Antawn Jamison,108,2003-04,122.0,20.7,2.1,9.0,21.2,7328.0,27.0,DAL,NBA,82.0,2.0,2376.0,10.6,19.8,10.2,18.9,0.3,0.9,4.8,6.4,5.0,6.2,11.3,1.5,1.8,0.7,1.8,3.8,26.3,0.535,0.541,0.4,0.5429999999999999,0.748,0.581,2003,SF
7071,Marko Jarić,108,2003-04,100.0,16.0,0.6,1.5,12.6,7329.0,25.0,LAC,NBA,58.0,50.0,1760.0,5.5,14.3,4.0,9.8,1.5,4.5,2.2,3.0,1.3,3.9,5.2,8.4,2.8,0.6,3.4,4.0,14.8,0.38799999999999996,0.41,0.34,0.441,0.733,0.475,2003,PG
7072,Richard Jefferson,100,2003-04,110.0,22.8,3.5,11.0,18.1,7331.0,23.0,NJN,NBA,82.0,82.0,3133.0,9.5,19.1,8.7,16.8,0.8,2.3,6.1,8.0,1.9,6.1,7.9,5.4,1.6,0.5,3.4,3.8,26.0,0.498,0.516,0.364,0.519,0.763,0.573,2003,SF
7073,Jared Jeffries,106,2003-04,91.0,15.1,-0.7,0.6,8.7,7332.0,22.0,WAS,NBA,82.0,38.0,1913.0,4.8,12.8,4.7,11.9,0.1,0.8,2.9,4.7,4.9,6.6,11.5,2.5,1.3,0.8,2.9,5.8,12.6,0.377,0.392,0.16699999999999998,0.38299999999999995,0.614,0.426,2003,PF
7074,Anthony Johnson,100,2003-04,103.0,15.6,0.6,3.6,11.6,7334.0,29.0,IND,NBA,73.0,7.0,1598.0,5.7,14.1,4.3,9.9,1.4,4.2,2.6,3.2,1.0,3.5,4.5,6.9,2.2,0.3,2.6,4.7,15.4,0.406,0.436,0.336,0.456,0.7979999999999999,0.4970000000000001,2003,PG
7075,Avery Johnson,106,2003-04,93.0,20.6,-0.7,0.2,11.7,7335.0,38.0,GSW,NBA,46.0,1.0,637.0,6.7,16.7,6.7,16.5,0.0,0.3,4.4,6.5,0.3,2.5,2.8,9.3,2.2,0.3,4.3,2.9,17.8,0.402,0.408,0.0,0.402,0.667,0.45399999999999996,2003,PG
7076,Ervin Johnson,97,2003-04,107.0,7.1,0.4,2.3,8.5,7337.0,36.0,MIN,NBA,66.0,47.0,965.0,3.1,5.8,3.1,5.7,0.0,0.1,1.0,1.6,3.4,9.6,13.0,1.3,1.5,2.4,1.7,8.7,7.1,0.534,0.539,0.0,0.534,0.607,0.551,2003,C
7077,Joe Johnson,109,2003-04,100.0,21.6,1.0,3.3,13.9,7338.0,22.0,PHO,NBA,82.0,77.0,3331.0,8.6,20.1,7.3,15.9,1.3,4.2,2.7,3.6,1.2,4.7,6.0,5.6,1.4,0.4,3.1,2.8,21.3,0.43,0.46299999999999997,0.305,0.462,0.75,0.491,2003,SG
7078,Linton Johnson,99,2003-04,84.0,15.6,-0.1,0.4,9.6,7339.0,23.0,CHI,NBA,41.0,20.0,734.0,5.1,14.4,4.6,12.1,0.5,2.3,1.6,2.6,4.2,8.8,13.0,1.9,2.6,2.3,2.6,6.4,12.3,0.355,0.382,0.212,0.3720000000000001,0.595,0.39399999999999996,2003,SF
7079,Damon Jones,110,2003-04,112.0,14.8,0.1,3.9,14.2,7341.0,27.0,MIL,NBA,82.0,26.0,2016.0,5.5,13.6,2.9,6.5,2.5,7.1,1.4,1.9,0.4,4.0,4.4,12.4,0.8,0.1,2.7,2.4,14.9,0.401,0.446,0.359,0.494,0.764,0.516,2003,PG
7080,Eddie Jones,103,2003-04,110.0,22.5,3.3,9.1,16.7,7342.0,32.0,MIA,NBA,81.0,81.0,2998.0,8.6,21.0,5.4,12.3,3.2,8.7,5.1,6.1,0.7,4.9,5.6,4.7,1.7,0.6,2.3,4.1,25.5,0.409,0.4370000000000001,0.37,0.486,0.835,0.5379999999999999,2003,SG
7081,Fred Jones,99,2003-04,107.0,14.1,0.7,4.0,11.8,7343.0,24.0,IND,NBA,81.0,2.0,1508.0,4.5,11.3,3.5,8.1,1.0,3.2,4.5,5.4,0.9,3.7,4.6,6.3,2.4,0.7,2.7,4.8,14.4,0.395,0.4320000000000001,0.303,0.439,0.8320000000000001,0.527,2003,SG
7082,Chris Kaman,107,2003-04,90.0,15.7,-0.9,0.0,9.6,7347.0,21.0,LAC,NBA,82.0,61.0,1843.0,5.7,12.5,5.7,12.4,0.0,0.1,2.8,4.1,3.6,9.6,13.2,2.4,0.7,2.1,4.4,6.0,14.3,0.46,0.462,0.0,0.46,0.6970000000000001,0.502,2003,C
7083,Jason Kapono,107,2003-04,101.0,16.8,-0.2,0.5,10.2,7348.0,22.0,CLE,NBA,41.0,3.0,427.0,6.4,16.0,3.8,10.5,2.6,5.4,2.5,3.0,2.4,4.5,6.8,1.7,1.6,0.2,2.6,5.1,17.9,0.40299999999999997,0.365,0.47700000000000004,0.484,0.833,0.519,2003,SF
7084,Jason Kidd,97,2003-04,102.0,24.6,4.1,7.2,19.7,7349.0,30.0,NJN,NBA,67.0,66.0,2450.0,8.1,21.0,6.0,14.6,2.1,6.4,4.5,5.5,1.9,7.5,9.4,13.5,2.7,0.3,4.7,2.4,22.7,0.384,0.41100000000000003,0.321,0.433,0.8270000000000001,0.485,2003,PG
7085,Andrei Kirilenko,97,2003-04,111.0,21.9,7.5,11.6,22.6,7350.0,22.0,UTA,NBA,78.0,78.0,2895.0,7.9,17.8,6.6,14.0,1.3,3.8,7.5,9.5,4.3,7.7,12.0,4.7,2.9,4.1,4.1,3.3,24.6,0.44299999999999995,0.47100000000000003,0.33799999999999997,0.479,0.79,0.5589999999999999,2003,PF
7086,Kerry Kittles,99,2003-04,105.0,18.4,2.5,7.6,14.7,7351.0,29.0,NJN,NBA,82.0,82.0,2842.0,8.2,18.1,6.4,12.9,1.8,5.2,2.0,2.6,1.1,5.1,6.2,3.9,2.4,0.8,1.8,2.7,20.2,0.45299999999999996,0.493,0.35100000000000003,0.503,0.787,0.526,2003,SG
7087,Brevin Knight,102,2003-04,99.0,14.9,0.2,1.7,13.6,7352.0,28.0,TOT,NBA,56.0,13.0,1037.0,5.3,12.4,5.2,12.0,0.1,0.4,2.5,3.3,0.7,4.9,5.6,10.3,4.2,0.1,3.6,5.4,13.1,0.4270000000000001,0.433,0.25,0.431,0.754,0.475,2003,PG
7088,Brevin Knight,102,2003-04,99.0,14.9,0.2,1.7,13.6,7352.0,28.0,TOT,NBA,56.0,13.0,1037.0,5.3,12.4,5.2,12.0,0.1,0.4,2.5,3.3,0.7,4.9,5.6,10.3,4.2,0.1,3.6,5.4,13.1,0.4270000000000001,0.433,0.25,0.431,0.754,0.475,2003,PG
7089,Brevin Knight,102,2003-04,99.0,14.9,0.2,1.7,13.6,7352.0,28.0,TOT,NBA,56.0,13.0,1037.0,5.3,12.4,5.2,12.0,0.1,0.4,2.5,3.3,0.7,4.9,5.6,10.3,4.2,0.1,3.6,5.4,13.1,0.4270000000000001,0.433,0.25,0.431,0.754,0.475,2003,PG
7090,Brevin Knight,102,2003-04,99.0,14.9,0.2,1.7,13.6,7352.0,28.0,TOT,NBA,56.0,13.0,1037.0,5.3,12.4,5.2,12.0,0.1,0.4,2.5,3.3,0.7,4.9,5.6,10.3,4.2,0.1,3.6,5.4,13.1,0.4270000000000001,0.433,0.25,0.431,0.754,0.475,2003,PG
7091,Kyle Korver,104,2003-04,97.0,20.2,-0.1,1.0,10.1,7353.0,22.0,PHI,NBA,74.0,0.0,882.0,7.1,20.2,2.1,7.4,5.0,12.8,1.2,1.5,1.9,5.0,6.9,2.5,1.5,0.5,2.5,6.3,20.4,0.35200000000000004,0.28300000000000003,0.391,0.47600000000000003,0.792,0.489,2003,SF
7092,Toni Kukoč,104,2003-04,103.0,21.0,1.4,3.1,16.1,7354.0,35.0,MIL,NBA,73.0,0.0,1522.0,7.3,17.4,5.6,11.6,1.7,5.8,5.0,6.9,2.1,7.3,9.3,6.9,2.0,0.7,3.8,3.8,21.2,0.41700000000000004,0.479,0.292,0.465,0.7290000000000001,0.519,2003,PF
7093,Christian Laettner,102,2003-04,107.0,14.4,0.5,2.3,14.5,7355.0,34.0,WAS,NBA,48.0,18.0,984.0,6.3,13.5,6.0,12.4,0.3,1.1,2.1,2.6,2.6,9.6,12.3,4.7,2.0,1.5,2.2,5.4,15.0,0.465,0.48100000000000004,0.28600000000000003,0.47700000000000004,0.8,0.511,2003,PF
7094,Voshon Lenard,107,2003-04,105.0,21.9,0.3,4.0,13.5,7361.0,30.0,DEN,NBA,73.0,70.0,2233.0,9.1,21.5,6.6,14.8,2.4,6.7,3.3,4.2,1.1,3.5,4.6,3.5,1.4,0.3,2.3,4.1,23.9,0.42200000000000004,0.447,0.3670000000000001,0.479,0.7909999999999999,0.512,2003,SG
7095,Rashard Lewis,108,2003-04,107.0,23.4,2.5,6.5,17.5,7363.0,24.0,SEA,NBA,80.0,80.0,2931.0,9.7,22.4,7.1,15.3,2.6,7.0,3.8,4.9,2.4,7.0,9.4,3.2,1.8,1.0,2.5,4.2,25.9,0.435,0.46299999999999997,0.376,0.494,0.763,0.527,2003,SF
7096,Raül López,105,2003-04,95.0,21.4,-0.6,1.4,12.0,7365.0,23.0,UTA,NBA,82.0,11.0,1617.0,7.6,17.7,6.8,14.8,0.9,2.9,3.5,4.0,0.8,4.5,5.3,10.5,2.1,0.1,6.0,6.9,19.6,0.431,0.45799999999999996,0.294,0.456,0.863,0.503,2003,PG
7097,Tyronn Lue,113,2003-04,105.0,17.4,-0.4,2.1,12.6,7366.0,26.0,ORL,NBA,76.0,69.0,2332.0,7.0,16.2,5.2,11.4,1.8,4.7,2.3,3.0,0.6,3.6,4.2,7.2,1.4,0.1,2.8,4.2,18.1,0.433,0.45299999999999996,0.38299999999999995,0.489,0.7709999999999999,0.518,2003,PG
7098,George Lynch,103,2003-04,101.0,12.4,0.3,2.5,9.7,7367.0,33.0,NOH,NBA,78.0,51.0,1701.0,4.7,11.9,3.4,7.5,1.4,4.4,1.1,1.6,3.0,6.8,9.9,3.7,1.5,0.6,2.0,5.0,11.9,0.397,0.449,0.309,0.455,0.667,0.47200000000000003,2003,SF
7099,Mark Madsen,101,2003-04,106.0,11.5,0.3,2.7,9.4,7368.0,28.0,MIN,NBA,72.0,12.0,1246.0,4.4,8.8,4.4,8.6,0.0,0.3,2.5,5.1,5.8,6.0,11.8,1.2,1.4,0.8,2.0,7.6,11.2,0.495,0.51,0.0,0.495,0.483,0.506,2003,C
7100,Corey Maggette,110,2003-04,115.0,25.2,2.5,8.6,20.1,7369.0,24.0,LAC,NBA,73.0,72.0,2628.0,9.1,20.3,7.6,15.7,1.5,4.6,10.6,12.5,1.9,6.7,8.6,4.5,1.3,0.3,4.2,4.4,30.3,0.447,0.48200000000000004,0.32899999999999996,0.485,0.848,0.586,2003,SF
7101,Jamaal Magloire,100,2003-04,106.0,20.0,0.3,7.6,16.5,7370.0,25.0,NOH,NBA,82.0,82.0,2777.0,7.4,15.7,7.4,15.7,0.0,0.0,6.8,9.1,5.2,11.2,16.4,1.7,0.8,2.0,3.9,5.4,21.7,0.473,0.474,0.0,0.473,0.7509999999999999,0.551,2003,C
7102,Karl Malone,98,2003-04,107.0,19.7,1.5,4.3,17.8,7371.0,40.0,LAL,NBA,42.0,42.0,1373.0,7.3,15.2,7.3,15.1,0.0,0.0,6.4,8.5,2.3,11.6,13.9,6.2,1.9,0.8,3.9,4.4,21.0,0.483,0.484,0.0,0.483,0.747,0.555,2003,PF
7103,Stephon Marbury,107,2003-04,108.0,25.8,3.4,9.1,20.4,7372.0,26.0,TOT,NBA,81.0,81.0,3254.0,9.7,22.5,8.3,18.1,1.4,4.4,5.8,7.1,0.9,3.3,4.3,11.7,2.1,0.1,4.0,2.8,26.6,0.431,0.46,0.318,0.46299999999999997,0.8170000000000001,0.519,2003,PG
7104,Stephon Marbury,107,2003-04,108.0,25.8,3.4,9.1,20.4,7372.0,26.0,TOT,NBA,81.0,81.0,3254.0,9.7,22.5,8.3,18.1,1.4,4.4,5.8,7.1,0.9,3.3,4.3,11.7,2.1,0.1,4.0,2.8,26.6,0.431,0.46,0.318,0.46299999999999997,0.8170000000000001,0.519,2003,PG
7105,Stephon Marbury,107,2003-04,108.0,25.8,3.4,9.1,20.4,7372.0,26.0,TOT,NBA,81.0,81.0,3254.0,9.7,22.5,8.3,18.1,1.4,4.4,5.8,7.1,0.9,3.3,4.3,11.7,2.1,0.1,4.0,2.8,26.6,0.431,0.46,0.318,0.46299999999999997,0.8170000000000001,0.519,2003,PG
7106,Shawn Marion,102,2003-04,107.0,22.7,4.7,9.1,19.9,7373.0,25.0,PHO,NBA,79.0,79.0,3217.0,9.5,21.6,8.1,17.3,1.4,4.3,3.7,4.3,3.4,8.5,11.9,3.4,2.7,1.7,2.5,3.3,24.1,0.44,0.465,0.34,0.474,0.851,0.513,2003,SF
7107,Donyell Marshall,97,2003-04,108.0,19.5,3.9,10.4,18.9,7374.0,30.0,TOT,NBA,82.0,74.0,2988.0,8.6,18.7,6.2,12.8,2.4,6.0,2.5,3.3,3.9,11.0,14.8,2.2,1.7,2.3,2.1,4.5,22.1,0.461,0.488,0.40299999999999997,0.525,0.736,0.5479999999999999,2003,PF
7108,Donyell Marshall,97,2003-04,108.0,19.5,3.9,10.4,18.9,7374.0,30.0,TOT,NBA,82.0,74.0,2988.0,8.6,18.7,6.2,12.8,2.4,6.0,2.5,3.3,3.9,11.0,14.8,2.2,1.7,2.3,2.1,4.5,22.1,0.461,0.488,0.40299999999999997,0.525,0.736,0.5479999999999999,2003,PF
7109,Donyell Marshall,97,2003-04,108.0,19.5,3.9,10.4,18.9,7374.0,30.0,TOT,NBA,82.0,74.0,2988.0,8.6,18.7,6.2,12.8,2.4,6.0,2.5,3.3,3.9,11.0,14.8,2.2,1.7,2.3,2.1,4.5,22.1,0.461,0.488,0.40299999999999997,0.525,0.736,0.5479999999999999,2003,PF
7110,Kenyon Martin,93,2003-04,99.0,25.0,2.2,6.7,18.7,7376.0,26.0,NJN,NBA,65.0,62.0,2252.0,10.5,21.4,10.3,20.9,0.2,0.6,4.8,7.0,3.2,11.5,14.7,3.8,2.3,2.0,4.0,5.5,25.9,0.488,0.494,0.28,0.4920000000000001,0.684,0.528,2003,PF
7111,Jamal Mashburn,105,2003-04,96.0,29.4,-0.3,0.7,14.7,7377.0,31.0,NOH,NBA,19.0,18.0,730.0,11.5,29.4,10.1,24.4,1.4,4.9,4.8,5.9,1.4,7.2,8.6,3.5,1.0,0.4,2.7,3.1,29.2,0.392,0.414,0.284,0.41600000000000004,0.813,0.457,2003,SF
7112,Desmond Mason,107,2003-04,108.0,21.8,1.1,5.7,15.7,7378.0,26.0,MIL,NBA,82.0,31.0,2534.0,8.5,17.9,8.3,17.1,0.2,0.8,7.4,9.6,1.9,5.5,7.4,3.1,1.2,0.5,3.1,4.0,24.5,0.47200000000000003,0.483,0.231,0.47700000000000004,0.769,0.552,2003,SF
7113,Tony Massenburg,105,2003-04,99.0,16.7,-0.6,0.9,9.7,7380.0,36.0,SAC,NBA,59.0,0.0,789.0,6.8,14.4,6.8,14.3,0.0,0.1,2.8,4.1,3.7,8.6,12.3,1.9,0.9,1.2,3.0,9.4,16.5,0.475,0.47700000000000004,0.0,0.475,0.6829999999999999,0.509,2003,PF
7114,Walter McCarty,105,2003-04,102.0,15.6,0.8,2.9,10.9,7381.0,29.0,BOS,NBA,77.0,23.0,1900.0,5.5,14.2,1.8,4.3,3.7,9.9,1.7,2.2,0.8,5.7,6.5,3.4,2.0,0.6,2.5,4.9,16.4,0.38799999999999996,0.42,0.374,0.519,0.7559999999999999,0.541,2003,PF
7115,Amal McCaskill,102,2003-04,93.0,11.4,-0.3,0.6,7.3,7382.0,30.0,PHI,NBA,59.0,3.0,636.0,4.0,10.0,4.0,9.9,0.0,0.1,1.6,2.3,4.1,7.3,11.4,1.7,1.0,1.7,2.1,7.6,9.7,0.402,0.405,0.0,0.402,0.7040000000000001,0.43799999999999994,2003,C
7116,Antonio McDyess,101,2003-04,94.0,17.6,-0.1,1.2,12.6,7384.0,29.0,TOT,NBA,42.0,20.0,927.0,7.2,15.2,7.2,15.2,0.0,0.0,2.2,3.9,4.0,10.6,14.6,2.0,2.1,1.4,3.2,6.6,16.5,0.47,0.47,0.0,0.47,0.551,0.486,2003,PF
7117,Antonio McDyess,101,2003-04,94.0,17.6,-0.1,1.2,12.6,7384.0,29.0,TOT,NBA,42.0,20.0,927.0,7.2,15.2,7.2,15.2,0.0,0.0,2.2,3.9,4.0,10.6,14.6,2.0,2.1,1.4,3.2,6.6,16.5,0.47,0.47,0.0,0.47,0.551,0.486,2003,PF
7118,Antonio McDyess,101,2003-04,94.0,17.6,-0.1,1.2,12.6,7384.0,29.0,TOT,NBA,42.0,20.0,927.0,7.2,15.2,7.2,15.2,0.0,0.0,2.2,3.9,4.0,10.6,14.6,2.0,2.1,1.4,3.2,6.6,16.5,0.47,0.47,0.0,0.47,0.551,0.486,2003,PF
7119,Tracy McGrady,110,2003-04,110.0,33.2,5.3,8.4,25.3,7385.0,24.0,ORL,NBA,67.0,67.0,2675.0,12.9,30.9,9.5,20.8,3.4,10.1,7.9,9.9,1.9,6.1,7.9,7.3,1.8,0.8,3.5,2.5,37.1,0.41700000000000004,0.455,0.33899999999999997,0.473,0.7959999999999999,0.526,2003,SF
7120,Jeff McInnis,108,2003-04,109.0,18.2,0.2,4.9,15.1,7386.0,29.0,TOT,NBA,70.0,57.0,2365.0,7.7,17.2,6.6,14.2,1.1,2.9,2.6,3.3,0.8,3.3,4.0,9.9,1.7,0.1,2.8,3.7,19.0,0.447,0.465,0.36200000000000004,0.478,0.797,0.511,2003,SG-PG
7121,Jeff McInnis,108,2003-04,109.0,18.2,0.2,4.9,15.1,7386.0,29.0,TOT,NBA,70.0,57.0,2365.0,7.7,17.2,6.6,14.2,1.1,2.9,2.6,3.3,0.8,3.3,4.0,9.9,1.7,0.1,2.8,3.7,19.0,0.447,0.465,0.36200000000000004,0.478,0.797,0.511,2003,SG
7122,Jeff McInnis,108,2003-04,109.0,18.2,0.2,4.9,15.1,7386.0,29.0,TOT,NBA,70.0,57.0,2365.0,7.7,17.2,6.6,14.2,1.1,2.9,2.6,3.3,0.8,3.3,4.0,9.9,1.7,0.1,2.8,3.7,19.0,0.447,0.465,0.36200000000000004,0.478,0.797,0.511,2003,PG
7123,Aaron McKie,103,2003-04,106.0,16.2,1.7,4.8,13.9,7387.0,31.0,PHI,NBA,75.0,41.0,2112.0,6.8,14.9,4.9,10.5,1.9,4.4,2.2,2.9,1.2,5.4,6.5,5.0,2.2,0.6,2.7,3.7,17.8,0.45899999999999996,0.469,0.436,0.524,0.757,0.55,2003,SF
7124,Stanislav Medvedenko,102,2003-04,103.0,20.1,-0.1,3.0,13.6,7389.0,24.0,LAL,NBA,68.0,38.0,1442.0,8.5,19.4,8.5,19.3,0.0,0.1,3.2,4.2,5.3,7.0,12.4,2.1,1.4,0.6,2.1,6.9,20.3,0.441,0.444,0.0,0.441,0.767,0.479,2003,PF
7125,Ron Mercer,98,2003-04,88.0,21.9,-0.5,0.4,9.3,7390.0,27.0,SAS,NBA,39.0,0.0,516.0,9.4,22.0,9.2,21.3,0.2,0.7,1.4,1.8,1.0,4.1,5.1,2.3,1.5,0.5,2.7,3.9,20.3,0.4270000000000001,0.431,0.28600000000000003,0.431,0.765,0.446,2003,SG
7126,Chris Mihm,101,2003-04,102.0,18.5,-0.6,2.9,14.6,7391.0,24.0,TOT,NBA,76.0,17.0,1330.0,7.3,14.9,7.3,14.9,0.0,0.0,4.3,6.5,6.1,10.0,16.1,0.8,1.4,2.5,3.5,8.1,18.8,0.488,0.488,0.0,0.488,0.6629999999999999,0.531,2003,C-PF
7127,Chris Mihm,101,2003-04,102.0,18.5,-0.6,2.9,14.6,7391.0,24.0,TOT,NBA,76.0,17.0,1330.0,7.3,14.9,7.3,14.9,0.0,0.0,4.3,6.5,6.1,10.0,16.1,0.8,1.4,2.5,3.5,8.1,18.8,0.488,0.488,0.0,0.488,0.6629999999999999,0.531,2003,PF
7128,Chris Mihm,101,2003-04,102.0,18.5,-0.6,2.9,14.6,7391.0,24.0,TOT,NBA,76.0,17.0,1330.0,7.3,14.9,7.3,14.9,0.0,0.0,4.3,6.5,6.1,10.0,16.1,0.8,1.4,2.5,3.5,8.1,18.8,0.488,0.488,0.0,0.488,0.6629999999999999,0.531,2003,C
7129,Darius Miles,105,2003-04,101.0,21.5,0.9,3.6,16.1,7392.0,22.0,TOT,NBA,79.0,56.0,2079.0,9.6,19.7,9.4,18.7,0.2,1.0,3.2,5.1,2.9,6.5,9.4,4.2,1.8,1.6,3.4,4.4,22.5,0.485,0.502,0.175,0.489,0.642,0.514,2003,SF
7130,Darius Miles,105,2003-04,101.0,21.5,0.9,3.6,16.1,7392.0,22.0,TOT,NBA,79.0,56.0,2079.0,9.6,19.7,9.4,18.7,0.2,1.0,3.2,5.1,2.9,6.5,9.4,4.2,1.8,1.6,3.4,4.4,22.5,0.485,0.502,0.175,0.489,0.642,0.514,2003,SF
7131,Darius Miles,105,2003-04,101.0,21.5,0.9,3.6,16.1,7392.0,22.0,TOT,NBA,79.0,56.0,2079.0,9.6,19.7,9.4,18.7,0.2,1.0,3.2,5.1,2.9,6.5,9.4,4.2,1.8,1.6,3.4,4.4,22.5,0.485,0.502,0.175,0.489,0.642,0.514,2003,SF
7132,Andre Miller,104,2003-04,110.0,20.7,3.4,8.8,18.8,7394.0,27.0,DEN,NBA,82.0,82.0,2838.0,7.8,17.1,7.6,15.9,0.2,1.2,6.2,7.4,2.3,4.3,6.6,9.1,2.6,0.5,3.9,3.5,22.0,0.457,0.47700000000000004,0.185,0.46299999999999997,0.8320000000000001,0.541,2003,PG
7133,Brad Miller,102,2003-04,118.0,17.6,4.2,10.0,19.4,7395.0,27.0,SAC,NBA,72.0,53.0,2621.0,7.4,14.4,7.1,13.7,0.2,0.8,5.1,6.5,3.8,10.9,14.7,6.2,1.3,1.7,2.8,4.9,20.0,0.51,0.521,0.316,0.518,0.778,0.579,2003,PF
7134,Mike Miller,105,2003-04,106.0,20.0,1.4,3.9,14.9,7396.0,23.0,MEM,NBA,65.0,65.0,1770.0,8.0,18.3,5.6,11.9,2.4,6.4,3.0,4.2,1.2,5.2,6.4,6.9,1.8,0.4,3.2,4.8,21.4,0.43799999999999994,0.474,0.3720000000000001,0.503,0.723,0.532,2003,SF
7135,Oliver Miller,96,2003-04,103.0,13.3,0.4,1.4,12.9,7397.0,33.0,MIN,NBA,48.0,1.0,506.0,5.7,10.7,5.7,10.6,0.0,0.1,1.6,2.5,4.9,9.0,13.9,3.8,2.0,2.8,3.5,9.7,12.9,0.53,0.535,0.0,0.53,0.652,0.5489999999999999,2003,C
7136,Reggie Miller,101,2003-04,123.0,15.4,2.8,8.9,16.1,7398.0,38.0,IND,NBA,80.0,80.0,2254.0,6.3,14.5,3.1,6.3,3.3,8.1,3.6,4.0,0.4,4.1,4.6,6.1,1.6,0.3,1.7,2.3,19.5,0.43799999999999994,0.485,0.401,0.551,0.885,0.6,2003,SG
7137,Yao Ming,97,2003-04,110.0,25.3,2.6,11.4,21.9,7399.0,23.0,HOU,NBA,82.0,82.0,2692.0,10.9,20.8,10.9,20.8,0.0,0.0,7.3,9.1,4.0,10.9,14.9,2.5,0.4,3.2,4.1,5.5,29.1,0.522,0.523,0.0,0.522,0.809,0.586,2003,C
7138,Cuttino Mobley,101,2003-04,103.0,20.1,3.1,7.6,14.1,7400.0,28.0,HOU,NBA,80.0,80.0,3229.0,7.8,18.3,5.0,11.2,2.8,7.1,3.0,3.7,0.7,5.5,6.1,4.4,1.8,0.6,3.0,3.0,21.3,0.426,0.44799999999999995,0.39,0.501,0.8109999999999999,0.535,2003,SG
7139,Nazr Mohammed,102,2003-04,104.0,18.3,0.1,3.7,16.1,7401.0,26.0,TOT,NBA,80.0,24.0,1611.0,8.1,15.6,8.1,15.6,0.0,0.0,3.3,5.6,5.9,9.8,15.6,1.2,1.8,1.7,3.2,6.4,19.5,0.521,0.521,0.0,0.521,0.5920000000000001,0.542,2003,C
7140,Nazr Mohammed,102,2003-04,104.0,18.3,0.1,3.7,16.1,7401.0,26.0,TOT,NBA,80.0,24.0,1611.0,8.1,15.6,8.1,15.6,0.0,0.0,3.3,5.6,5.9,9.8,15.6,1.2,1.8,1.7,3.2,6.4,19.5,0.521,0.521,0.0,0.521,0.5920000000000001,0.542,2003,C
7141,Nazr Mohammed,102,2003-04,104.0,18.3,0.1,3.7,16.1,7401.0,26.0,TOT,NBA,80.0,24.0,1611.0,8.1,15.6,8.1,15.6,0.0,0.0,3.3,5.6,5.9,9.8,15.6,1.2,1.8,1.7,3.2,6.4,19.5,0.521,0.521,0.0,0.521,0.5920000000000001,0.542,2003,C
7142,Jérôme Moïso,97,2003-04,95.0,14.6,-0.2,0.8,12.3,7402.0,25.0,TOR,NBA,35.0,1.0,417.0,5.3,11.1,5.3,11.0,0.0,0.1,2.9,5.0,5.4,9.6,15.0,1.1,2.3,1.6,3.3,5.6,13.5,0.47600000000000003,0.48200000000000004,0.0,0.47600000000000003,0.579,0.506,2003,PF
7143,Troy Murphy,102,2003-04,101.0,23.6,-0.2,1.3,16.8,7405.0,23.0,GSW,NBA,28.0,0.0,610.0,9.4,21.3,8.9,19.8,0.4,1.5,5.3,7.0,4.2,11.0,15.2,1.8,1.1,1.5,3.0,5.1,24.5,0.44,0.451,0.294,0.451,0.75,0.501,2003,PF
7144,Lamond Murray,100,2003-04,81.0,25.1,-0.6,-0.3,8.9,7406.0,30.0,TOR,NBA,33.0,4.0,518.0,8.1,23.0,5.9,16.6,2.2,6.4,2.6,3.7,1.5,8.1,9.6,3.0,1.6,0.7,4.1,5.0,21.0,0.353,0.355,0.35,0.402,0.6859999999999999,0.428,2003,SF
7145,Ronald Murray,109,2003-04,98.0,26.7,-0.1,1.7,15.4,7407.0,24.0,SEA,NBA,82.0,18.0,2021.0,10.3,24.2,8.5,18.1,1.8,6.0,4.4,6.2,1.2,4.2,5.4,5.4,2.1,0.7,3.9,4.2,26.8,0.425,0.469,0.293,0.462,0.715,0.4970000000000001,2003,PG
